name,url,category,subcategory,tags,description,free_tier,catalog_or_supplier,status,last_checked,replacement_url,notes
Source Code,https://github.com/misskey-dev/misskey,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/movim/movim,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mybb/mybb,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/NodeBB/NodeBB,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/opensource-socialnetwork/opensource-socialnetwork,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/phpbb/phpbb,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/pixelfed/pixelfed,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/codidact/qpixel,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/umputun/remark42,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Erudika/scoold,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/SimpleMachines/SMF,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jaywink/socialhome,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/debiki/talkyard,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/bigbluebutton/bigbluebutton,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jech/galene,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/meetecho/janus-gateway,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jitsi/jitsi-meet,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jitsi/jitsi-videobridge,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/miroslavpejic85/mirotalkc2c,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/miroslavpejic85/mirotalk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/miroslavpejic85/mirotalksfu,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mynaparrot/plugNmeet-server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/processone/ejabberd,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/esl/MongooseIM,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/igniterealtime/Openfire,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/snikket-im/snikket-server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/tigase/tigase-server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/conversejs/converse.js,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/csa-admin-org/csa-admin,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/filipecarneiro/ELabel,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/foodcoopshop/foodcoopshop,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/foodcoops/foodsoft,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/martinhrvn/hive-pal,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/juntagrico/juntagrico,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/openfoodfoundation/openfoodnetwork,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/OpenOlitor/openolitor-server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/indico/indico,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/CatoTH/antragsgruen,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/OpenSlides/OpenSlides,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/openSUSE/osem,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/pretalx/pretalx,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Alfresco/alfresco-community-repo,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/apostrophecms/apostrophe,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/marcantondahmen/automad,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/backdrop/backdrop,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/bigtreecms/BigTree-CMS,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/bludit/bludit,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/bolt/core,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
