name,url,category,subcategory,tags,description,free_tier,catalog_or_supplier,status,last_checked,replacement_url,notes
Source Code,https://github.com/wallabag/wallabag,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/activepieces/activepieces,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/automatisch/automatisch,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/dgtlmoon/changedetection.io,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/chiefonboarding/ChiefOnboarding,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jhuckaby/Cronicle,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/dagu-org/dagu,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Cybrarist/Discount-Bandit,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/dittofeed/dittofeed,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/orangecoding/fredy,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/healthchecks/healthchecks,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/kestra-io/kestra,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/kibitzr/kibitzr,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mylar3/mylar3,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/OliveTin/OliveTin,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/pyload/pyload,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/StackStorm/st2,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/antville/antville,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/xenocrat/chyrp-lite,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/lin-snow/Ech0,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/flatpressblog/flatpress,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/TryGhost/Ghost,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/havenweb/haven,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/danpros/htmly,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/idno/idno,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mataroablog/mataroa,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/pluxml/PluXml,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/s9y/serendipity,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/writefreely/writefreely,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/alfio-event/alf.io,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/calcom/cal.com,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/alextselegidis/easyappointments,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/HiEventsDev/hi.events,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/LibreBooking/librebooking,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Qloapps/QloApps,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/lukevella/rallly,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/seatsurfing/seatsurfing,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mozilla/fxa,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/goniszewski/grimoire,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/karakeep-app/karakeep,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Kovah/LinkAce/,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/sissbruecker/linkding,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/linkwarden/linkwarden,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/intri-in/manage-my-damn-life-nextjs,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Kozea/Radicale,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/sabre-io/dav,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/anycable/anycable,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/jeremyckahn/chitchatter,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/element-hq/element-web,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/globaleaks/globaleaks-whistleblowing-software,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/gotify/server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/hyphanet/fred,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/LiveHelperChat/livehelperchat,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mumble-voip/mumble,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/novuhq/novu/,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/onetimesecret/onetimesecret,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Luzifer/ots,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/RetroShare/RetroShare,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/RocketChat/Rocket.Chat,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/SAMA-Communications/sama-server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/screego/server,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/SpectrumIM/spectrum2,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/stoatchat/self-hosted,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/element-hq/synapse,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Tiledesk/tiledesk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/tinode/chat,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/TokTok/c-toxcore,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/matrix-construct/tuwunel,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/baptisteArno/typebot.io,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/zulip/zulip,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/anonaddy/anonaddy,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/debops/debops,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/foxcpp/maddy,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/modoboa/modoboa,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mjl-/mox,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/postalserver/postal,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/simple-login/app,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/stalwartlabs/stalwart,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/zone-eu/wildduck,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/cyrusimap/cyrus-imapd,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/dovecot/core,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/haraka/Haraka,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/pentacent/keila,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/knadh/listmonk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mautic/mautic,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/phpList/phplist3,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/sympa-community/sympa,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/cypht-org/cypht,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/ergochat/ergo,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/inspircd/inspircd,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/kiwiirc/kiwiirc,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/ngircd/ngircd,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/quassel/quassel,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/robustirc/robustirc,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/thelounge/thelounge,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/unrealircd/unrealircd,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/weechat/weechat,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/znc/znc,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/asterisk/asterisk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/BelledonneCommunications/flexisip,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/signalwire/freeswitch,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/fusionpbx/fusionpbx,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/OpenSIPS/opensips,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/fonoster/routr,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/sip3io/,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/sipcapture/homer,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/wazo-platform,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/yeti-switch,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/apache/answer,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/ArtalkJS/Artalk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/buddypress/BuddyPress,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/devrsi0n/chirpy,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/coralproject/talk,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/diaspora/diaspora,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/Elgg/Elgg,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/NuSkooler/enigma-bbs,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/flarum/flarum,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/friendica/friendica,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/importantimport/hatsu,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/humhub/humhub,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/isso-comments/isso,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/LemmyNet/lemmy,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/loomio/loomio,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/mastodon/mastodon,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
Source Code,https://github.com/rafalp/Misago,candidate,harvested,"github,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/awesome-selfhosted/awesome-selfhosted/master/README.md | confidence=73
